rev_id	needs_review	reason
12787888	False	trusted edits
12720407	False	trusted edits
13068751	False	trusted edits
12867165	False	trusted edits
13235755	False	trusted group
12692713	False	trusted edits
12905610	True	reverted edit
13058512	True	NULL
12579203	True	NULL
12645716	False	trusted edits
12930115	False	trusted group
12903571	False	trusted group
13379215	True	NULL
12841599	False	trusted edits
13093323	False	trusted edits
12603945	False	trusted edits
12769589	False	trusted group
13339553	True	NULL
12810899	True	NULL
13216791	True	NULL
12774725	False	trusted group
12672955	True	NULL
12847992	False	trusted group
13033294	True	NULL
12774456	True	NULL
12797918	False	trusted edits
13310027	False	trusted group
12689377	False	trusted edits
12770436	False	trusted group
12540928	True	NULL
12998726	False	trusted edits
13443911	True	NULL
13406689	False	trusted edits
13166373	False	trusted group
13043234	False	trusted edits
13297433	True	NULL
13392824	True	reverted edit
12926565	True	NULL
13172342	False	trusted group
12801308	False	trusted edits
12946398	False	trusted edits
13401826	True	NULL
12608078	False	trusted edits
13143753	True	NULL
12590199	False	trusted edits
13400364	True	NULL
12515029	False	trusted group
12966993	True	reverted edit
12994919	False	trusted group
12633851	True	reverted edit
13092116	False	trusted edits
13043024	True	NULL
12563356	True	NULL
13076996	False	trusted group
12496683	False	trusted edits
13283637	False	trusted group
13287829	False	trusted edits
12566190	True	NULL
13165084	True	NULL
12974160	False	trusted group
12780696	False	trusted edits
12567435	False	trusted edits
12717807	True	NULL
12688885	True	NULL
13449236	True	NULL
12443234	False	trusted edits
13225793	True	NULL
12941125	False	trusted group
12523141	True	NULL
12458568	False	trusted edits
13124946	True	reverted edit
12733737	True	NULL
12443916	False	trusted group
12820718	True	NULL
12729141	True	NULL
12531667	False	trusted group
13333055	True	NULL
12910823	True	NULL
13300616	False	trusted edits
12706762	True	NULL
13289949	False	trusted group
12663120	True	NULL
13110453	True	NULL
12877542	False	trusted edits
13143363	True	NULL
13040952	True	NULL
13405713	True	NULL
13188853	True	NULL
13376981	True	NULL
12494728	False	trusted group
13303318	True	NULL
13294159	True	NULL
13221039	False	trusted edits
12611564	True	NULL
13246072	False	trusted edits
13168302	True	NULL
13342041	True	NULL
12698981	True	NULL
13358940	False	trusted group
13138609	True	NULL
13512112	False	trusted group
13413186	False	trusted group
12694946	False	trusted edits
12723441	True	NULL
12558251	True	NULL
13516481	False	trusted edits
13383858	False	trusted group
13035098	True	NULL
13469171	False	trusted edits
12593778	True	reverted edit
13427547	True	NULL
13085346	False	trusted group
12583733	True	NULL
12869710	False	trusted edits
13149753	True	NULL
13492932	True	NULL
12881407	False	trusted edits
13211152	True	NULL
12913430	True	NULL
12429799	True	reverted edit
12956466	False	trusted edits
12470747	False	trusted group
12733809	False	trusted group
13047569	False	trusted edits
12740204	True	NULL
13353714	False	trusted edits
13407393	True	NULL
13062714	True	NULL
12600370	False	trusted edits
12431303	False	trusted edits
12432191	False	trusted edits
13242746	False	trusted edits
13503062	True	NULL
12873670	True	NULL
12671617	True	reverted edit
12951884	True	NULL
13028057	True	NULL
13413140	False	trusted group
12578462	True	NULL
13121483	True	NULL
12901197	True	NULL
13285295	False	trusted edits
12462276	False	trusted edits
12677229	True	NULL
12667645	False	trusted edits
13447770	True	NULL
12660210	False	trusted edits
13398100	True	NULL
13020517	True	NULL
12505726	False	trusted group
13140136	False	trusted edits
13338820	False	trusted group
13157037	True	NULL
12870425	False	trusted group
12570987	False	trusted edits
12560027	True	NULL
12638100	True	NULL
12623968	False	trusted edits
13198532	True	NULL
13235466	False	trusted group
12496687	True	NULL
12994781	True	reverted edit
12811334	False	trusted group
13135020	True	reverted edit
12862345	True	NULL
13357605	False	trusted edits
13456296	True	NULL
12914168	True	reverted edit
13104715	False	trusted group
13096793	False	trusted group
13166680	True	NULL
13505294	False	trusted group
13047746	False	trusted edits
12753129	False	trusted edits
12865256	True	NULL
13433310	False	trusted edits
13099971	True	NULL
12523147	True	reverted edit
13161827	False	trusted edits
13067416	True	reverted edit
12931465	True	NULL
13249956	True	reverted edit
13498048	False	trusted edits
13279660	True	NULL
12453186	True	NULL
12449202	False	trusted edits
12433572	True	NULL
12690033	False	trusted group
12725439	True	NULL
12853369	False	trusted group
13320777	False	trusted group
13263349	False	trusted edits
12707150	False	trusted group
12517937	False	trusted group
13213351	False	trusted edits
13348054	True	NULL
13103365	True	NULL
12570274	True	NULL
12748417	True	NULL
12804209	False	trusted edits
13200887	False	trusted group
13494773	True	NULL
13235430	False	trusted group
12868610	True	NULL
13471145	True	NULL
12595465	True	NULL
13513532	False	trusted group
13019159	True	NULL
13070663	True	NULL
12730940	False	trusted edits
12563407	True	reverted edit
12636054	True	NULL
13132493	False	trusted edits
12685206	True	NULL
13202951	True	reverted edit
12810186	False	trusted edits
12960378	False	trusted edits
12800132	True	NULL
13267135	True	NULL
12423621	False	trusted group
12823535	True	NULL
12423678	True	reverted edit
12543896	True	NULL
13390704	True	reverted edit
12766397	False	trusted edits
13041132	False	trusted edits
12473682	False	trusted group
13359997	False	trusted group
12924346	False	trusted edits
13189466	False	trusted edits
13179692	True	NULL
12924219	True	reverted edit
13079062	False	trusted group
12704386	True	NULL
12588302	True	NULL
13497665	True	NULL
13302346	False	trusted group
12615027	True	reverted edit
12531443	False	trusted edits
13487796	False	trusted group
12869494	True	NULL
13262263	True	NULL
13513729	False	trusted group
12459583	False	trusted edits
12576957	False	trusted edits
12841882	False	trusted edits
12455914	True	reverted edit
12576040	False	trusted edits
13284580	False	trusted group
13174676	True	NULL
12783003	False	trusted edits
12827399	True	NULL
12788105	True	NULL
12912411	True	NULL
12900128	True	reverted edit
12493012	False	trusted group
12914267	False	trusted edits
12585022	True	NULL
13058330	True	NULL
13095671	False	trusted edits
12907980	True	NULL
13205810	False	trusted edits
13185231	True	reverted edit
12865255	False	trusted edits
12596263	True	NULL
12791769	False	trusted group
12692365	True	NULL
13282192	False	trusted group
12632001	True	NULL
13174725	False	trusted edits
12877218	False	trusted edits
12656272	True	NULL
12650441	False	trusted edits
12817671	False	trusted edits
12838245	True	NULL
13119246	True	NULL
13175205	False	trusted edits
12603871	True	NULL
12849579	False	trusted edits
12884147	True	NULL
13299143	True	NULL
12938733	False	trusted group
12444388	True	NULL
12807378	False	trusted group
13122042	True	NULL
13049703	False	trusted edits
13012218	False	trusted group
12525050	True	NULL
12884301	True	NULL
12783320	False	trusted edits
12988587	False	trusted group
13061774	True	NULL
13459929	False	trusted group
13191391	True	NULL
13247431	False	trusted edits
13379311	True	reverted edit
12887406	False	trusted edits
13083703	True	NULL
13082104	False	trusted edits
12459604	True	NULL
13102340	True	NULL
13300737	False	trusted edits
13095021	False	trusted edits
13072671	False	trusted group
12586258	False	trusted edits
12939007	False	trusted edits
13141459	False	trusted edits
12957322	True	reverted edit
13306395	True	NULL
13285069	False	trusted group
12978179	False	trusted edits
12540101	True	NULL
13498801	True	NULL
12786779	False	trusted group
13355937	True	NULL
13382780	False	trusted group
12685036	False	trusted edits
13503214	True	NULL
13420095	True	reverted edit
13482511	False	trusted group
12856627	True	NULL
12778797	True	NULL
13030094	False	trusted edits
12443003	True	NULL
12921652	False	trusted edits
13370456	False	trusted group
12436641	False	trusted edits
12940409	True	reverted edit
13243817	False	trusted group
12485678	False	trusted group
13371499	False	trusted edits
13275692	False	trusted edits
13150112	True	NULL
12445126	True	NULL
13448254	False	trusted edits
13287902	True	NULL
12694766	False	trusted edits
13395739	True	NULL
12751118	False	trusted group
12834183	False	trusted edits
12422195	True	reverted edit
12443161	True	reverted edit
13340913	False	trusted group
12795620	False	trusted edits
13354068	True	NULL
12594388	False	trusted edits
13118652	False	trusted edits
12886654	True	NULL
12867884	True	NULL
12588612	False	trusted edits
12862879	True	NULL
12715242	False	trusted edits
12976962	True	NULL
13515725	False	trusted edits
12491044	False	trusted group
12635837	False	trusted edits
13496760	False	trusted group
12693116	False	trusted edits
13045827	True	NULL
12576522	False	trusted edits
12619369	True	reverted edit
13158758	True	NULL
13477792	True	NULL
13414279	False	trusted group
12543380	False	trusted edits
13334220	False	trusted edits
13333952	True	NULL
12712520	True	NULL
12937070	True	NULL
13435648	False	trusted group
12474773	False	trusted group
13302037	False	trusted edits
13301874	False	trusted edits
13084361	True	NULL
12955469	False	trusted edits
12609362	True	NULL
13091060	True	NULL
12570241	False	trusted edits
12924981	False	trusted edits
12974230	True	NULL
13062262	False	trusted edits
12586666	False	trusted edits
13430618	False	trusted edits
13403466	False	trusted group
12647400	True	NULL
13174059	False	trusted edits
13399991	False	trusted group
12670456	True	NULL
12922487	True	NULL
12763870	True	NULL
12630752	True	NULL
13071745	False	trusted edits
13022337	False	trusted group
12571288	True	NULL
12430847	False	trusted edits
13371397	False	trusted edits
12762592	True	NULL
13251864	True	reverted edit
13246219	False	trusted group
13196798	True	NULL
13448445	True	NULL
12645086	False	trusted edits
13307209	True	NULL
13026312	True	NULL
12610905	False	trusted group
13074062	False	trusted edits
12789157	True	NULL
12626382	True	NULL
12865715	False	trusted edits
13159518	False	trusted group
13081716	False	trusted group
12790643	True	NULL
12877442	True	NULL
12659693	True	reverted edit
12424601	True	NULL
13331008	False	trusted edits
13362345	True	NULL
13216352	False	trusted edits
13413055	False	trusted group
13092501	True	NULL
13129311	False	trusted edits
12855820	False	trusted edits
12617941	False	trusted edits
13125463	True	NULL
13208442	False	trusted group
12638947	False	trusted edits
12959654	True	NULL
13197913	False	trusted group
12441230	True	NULL
13425101	True	NULL
12847678	False	trusted group
13487805	False	trusted edits
12961376	False	trusted edits
12756012	True	NULL
12978168	False	trusted edits
13267090	True	NULL
12690992	True	NULL
12529799	True	NULL
12520248	False	trusted group
13416224	False	trusted edits
13221218	True	NULL
13446476	True	reverted edit
13367209	True	reverted edit
13354054	False	trusted group
12744941	False	trusted group
13496116	False	trusted edits
12667695	True	NULL
13058358	False	trusted group
13499941	False	trusted group
12718637	True	NULL
13150327	False	trusted edits
13453281	False	trusted group
12951462	False	trusted edits
13509896	False	trusted edits
12972130	True	NULL
12651145	True	NULL
13107717	True	NULL
13234902	True	NULL
13004450	True	NULL
13149897	True	NULL
13024375	False	trusted edits
12710006	False	trusted group
13142985	True	NULL
12577821	True	NULL
12828097	False	trusted edits
13004953	False	trusted edits
12840322	True	NULL
13404606	False	trusted group
12794766	True	NULL
12886960	True	NULL
12609889	True	reverted edit
13428926	False	trusted edits
12684010	False	trusted edits
12551703	True	NULL
12811170	False	trusted edits
12878342	False	trusted edits
12711296	True	NULL
13149601	True	NULL
12440001	False	trusted edits
12923082	True	NULL
12801774	True	NULL
13276349	False	trusted group
13240503	True	NULL
13176293	False	trusted edits
12590924	True	NULL
13511072	False	trusted group
13140351	True	NULL
12537787	False	trusted edits
13237246	True	NULL
13496775	False	trusted group
13409657	True	NULL
12564216	True	NULL
13025846	False	trusted edits
12595599	False	trusted group
13091197	True	NULL
13258442	False	trusted edits
12486696	False	trusted group
12803542	False	trusted edits
13381822	False	trusted edits
12904791	False	trusted edits
13515251	True	NULL
13029475	True	NULL
12989662	True	NULL
12456185	False	trusted edits
12978775	False	trusted group
13467153	False	trusted edits
13309049	False	trusted group
13243283	False	trusted edits
12620310	False	trusted edits
13492078	False	trusted edits
13302398	True	NULL
13085187	False	trusted group
12886426	False	trusted group
